#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="prior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="YuleModel.t:ratites" spec="beast.evolution.speciation.YuleModel">
#        <parameter id="BirthRate.t:ratites" name="birthDiffRate">1.0</parameter>
#        <tree id="Tree.t:ratites">
#            <taxonset id="TaxonSet.ratites" spec="beast.evolution.alignment.TaxonSet">
#            </taxonset>
#        </tree>
#    </distribution>
#    <prior id="BirthRatePrior.t:ratites" name="distribution" x="@BirthRate.t:ratites">
#        <LogNormal id="LogNormalDistribution1" meanInRealSpace="true" name="distr">
#            <parameter id="RealParameter" lower="0.0" name="M" upper="0.0">2.0</parameter>
#            <parameter id="RealParameter1" lower="0.0" name="S" upper="0.0">1.0</parameter>
#        </LogNormal>
#    </prior>
#    <prior id="FrequencyPrior.t:ratites" name="distribution">
#        <parameter dimension="4" id="freqParameter.t:ratites" name="x">0.25</parameter>
#        <Dirichlet id="Dirichlet1" name="distr">
#            <parameter dimension="4" id="RealParameter2" lower="0.0" name="alpha" upper="0.0">1.0 1.0 1.0 1.0</parameter>
#        </Dirichlet>
#    </prior>
#    <prior id="KappaPrior.t:ratites" name="distribution">
#        <parameter id="kappa.t:ratites" lower="0.0" name="x">2.0</parameter>
#        <LogNormal id="LogNormalDistribution0" meanInRealSpace="true" name="distr">
#            <parameter id="RealParameter3" lower="0.0" name="M" upper="0.0">1.0</parameter>
#            <parameter id="RealParameter4" lower="0.0" name="S" upper="0.0">1.25</parameter>
#        </LogNormal>
#    </prior>
#    <prior id="RatePrior.t:ratites" name="distribution">
#        <parameter dimension="12" id="rates.c:ratites" lower="0.0" name="x" upper="5.0">1.0</parameter>
#        <LogNormal id="LogNormalDistribution2" meanInRealSpace="true" name="distr">
#            <parameter id="RealParameter5" lower="0.0" name="M" upper="0.0">1.0</parameter>
#            <parameter id="ucldStdev.c:ratites" lower="0.0" name="S">0.2</parameter>
#        </LogNormal>
#    </prior>
#    <prior id="ucldStdevPrior.c:ratites" name="distribution" x="@ucldStdev.c:ratites">
#        <LogNormal id="LogNormalDistribution3" meanInRealSpace="true" name="distr">
#            <parameter id="RealParameter6" lower="0.0" name="M" upper="0.0">0.1</parameter>
#            <parameter id="RealParameter7" lower="0.0" name="S" upper="0.0">0.1</parameter>
#        </LogNormal>
#    </prior>
#</input>
#
Sample	BirthRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	Tree.height	Tree.treeLength	rates.1	rates.2	rates.3	rates.4	rates.5	rates.6	rates.7	rates.8	rates.9	rates.10	rates.11	rates.12
131000	1.064553419202404	2.4350993907546896	0.0	0.25	0.25	0.25	0.08933700575592271	0.9974192997984312	4.781861795226134E-4	0.02200638590999873	0.5917198873424226	2.5197174667017816	0.9242488669769794	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
132000	4.39260453375712	1.6172825871656928	0.0	0.25	0.25	0.25	0.09979409507964902	1.0050898962361123	8.164740413898964E-4	0.0283402423956599	0.7722811957372395	2.5063865676618877	1.0989832738227967	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
133000	1.2973368972347186	0.12501135035143754	0.0	0.25	0.25	0.25	0.11879706928052326	0.9999290899799826	1.1475459049603406E-5	0.0033908606156994254	2.1630420252221	5.900756671189891	0.9882652009563333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
134000	1.7180220765767271	0.04733123011425575	0.0	0.25	0.25	0.25	0.1019973470821991	0.9916125588791866	7.024538051947766E-4	0.02670818948794739	0.5063956726672236	1.8175542766667396	0.9081879873745416	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
135000	0.5206093449834787	0.17516961622268684	0.0	0.25	0.25	0.25	0.11557768013266553	0.9972048232365479	7.342267809916595E-4	0.027310243372129485	2.3114090020404188	9.630149710409698	0.9061345570942111	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
136000	0.8391988029999076	1.2588942931746165	0.0	0.25	0.25	0.25	0.10156913819496732	1.0045950512683466	2.2482651921679325E-4	0.01492959408050581	0.6952635587865702	3.167376229813088	1.0519414885289353	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
137000	1.0803743160946542	0.7177653513388265	0.0	0.25	0.25	0.25	0.10382039106381613	1.008972626486206	0.0018103480916777592	0.042031924082877786	0.7483677878062944	3.0049378402241147	1.1473912382067981	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
138000	7.778803440766671	0.6294414571348307	0.0	0.25	0.25	0.25	0.09400385905189597	0.9986014023784086	4.52183156635577E-5	0.006737535324645354	0.11388827634703651	0.39579501965854247	0.9767057992632782	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
139000	0.8927062339776467	2.0897941708147667	0.0	0.25	0.25	0.25	0.09392988837337854	0.9953728830839181	6.284203916728849E-5	0.007945479634186856	1.3171980737832545	6.636098784074108	0.972539037343759	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
140000	1.7064858109393168	0.2520176845683808	0.0	0.25	0.25	0.25	0.10717222449946325	0.9999878657455554	1.756657235799974E-8	1.3254401779710015E-4	1.2892872927636119	3.2422026447078265	0.9995408716211167	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
141000	0.31995335829764887	0.6622945180106221	0.0	0.25	0.25	0.25	0.09146439189182888	0.9956986707556164	0.0030403700259629507	0.056031426051511464	2.873532196299448	11.610770408219846	0.808990994161125	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
142000	2.16867201539296	0.05675826917684565	0.0	0.25	0.25	0.25	0.11597911078423294	1.0275316038270594	0.005508993482164389	0.0726656442604834	0.9792111819761158	4.048234223931584	1.2571146082702667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
143000	1.373416502401195	0.14736047256795887	0.0	0.25	0.25	0.25	0.11120763851801876	0.9971391894270799	4.303430038039117E-5	0.006572499885133594	1.3921430419138898	7.5220762735537345	0.9772753084825185	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
144000	0.19780019992880263	0.13908475623888425	0.0	0.25	0.25	0.25	0.0842065930717913	0.993775625370774	2.388637783304585E-4	0.015524481535185155	8.056608551315467	20.9132011982007	0.946461552693737	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
145000	2.794882235343106	0.49887334680454476	0.0	0.25	0.25	0.25	0.10977814609714237	1.0073254597239605	6.909869290307493E-4	0.026088661732408362	0.4313474010612335	1.6579711445744063	1.091059558248264	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
146000	1.5875860175807397	0.3096183366960851	0.0	0.25	0.25	0.25	0.08502614026992046	1.0285241519819515	0.0010125584025981696	0.03153108300388615	0.6614472670651875	2.5561312428410625	1.110230217414183	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
147000	2.2384936789480125	2.9478785493995305	0.0	0.25	0.25	0.25	0.10189901768839103	1.0000509468235086	1.6865816604050407E-4	0.012938340312604333	1.0912394851946674	3.3270262653576683	1.044987753805742	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
148000	1.4403381537106161	0.41913721241996277	0.0	0.25	0.25	0.25	0.09162247588861042	1.0004697439072383	8.720610935533389E-4	0.02928106609972264	0.9982938337569693	4.224512358869617	1.1022972781780633	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
149000	0.341217175114828	0.22317884104576677	0.0	0.25	0.25	0.25	0.09485903915984674	0.9969387521385467	2.146153236942304E-4	0.014711972298185947	5.541528568861678	21.443144854132647	0.949251759790799	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
150000	1.9567777475572805	0.8896815785387767	0.0	0.25	0.25	0.25	0.10351344599744518	1.0022714573840787	1.2574267272459432E-5	0.0035423951635711903	0.7054412080007209	3.2510134605351064	1.0122837782163923	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
151000	1.1941396237814694	2.7893074555710915	0.0	0.25	0.25	0.25	0.10313805359967611	1.0053588043034938	2.420135112250858E-4	0.015487232507631126	2.4725560381857097	8.45040715765142	1.0538902786660176	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
152000	2.3649425915560442	0.0753538792497928	0.0	0.25	0.25	0.25	0.08353012498124245	1.0001342032344076	2.6221738464419173E-6	0.001618556167091329	0.28520052848264654	1.3079556574358548	1.0056094639812823	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
153000	0.7198228178919538	0.005277429483309216	0.0	0.25	0.25	0.25	0.1097929807089581	1.0078955186863858	0.0019226250293056268	0.04329967166116977	0.9551574162794029	4.023559266915095	1.1518930556400375	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
154000	1.9739886142676202	0.2307327447591802	0.0	0.25	0.25	0.25	0.10753402586998335	1.0036941806525197	0.0018581713087887852	0.042576696258007356	0.31228515611440416	1.0795507082701956	1.1493253351091683	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
155000	7.857875412299591	0.5548089724649752	0.0	0.25	0.25	0.25	0.10795719971813457	0.9977467463641775	7.382166670529352E-5	0.008613317069394846	0.20596932179809646	0.8495225856094694	0.9702365996488385	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
156000	0.6239316961179064	0.048695131642459935	0.0	0.25	0.25	0.25	0.09710554990085297	1.0113880273698652	5.447492238242941E-4	0.023183660290861587	0.9096867823175792	3.6612692107572453	1.0808516585228252	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
157000	0.1976743423609024	0.24230730190797772	0.0	0.25	0.25	0.25	0.10159754235914413	0.9976734026222481	9.94018241873504E-4	0.031817638797299	4.3483071391677015	16.539264384586833	0.8907836143132266	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
158000	1.5652738859653468	0.22950215701583124	0.0	0.25	0.25	0.25	0.10241883126959002	1.0001693066850998	7.0930330595184725E-6	0.0026612288656881885	0.5831916439042608	2.306223557762472	1.0092258547958561	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
159000	1.6346168828551582	0.25866700629404227	0.0	0.25	0.25	0.25	0.10950321920163981	0.9899863884014897	0.0012249499016527843	0.03535650604212279	0.8600414168043145	3.3288030784786766	0.8787589227207486	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
160000	2.2253137578785025	0.3343049484712671	0.0	0.25	0.25	0.25	0.09752887078668045	1.0035711135151164	7.929396439532523E-4	0.027932127756409873	0.6509760481981999	2.517002496074369	1.0975462748004199	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
161000	3.8642954668216314	0.06432421395227364	0.0	0.25	0.25	0.25	0.09956527853150816	1.01039151272038	3.793653797378123E-4	0.019368403177936856	0.478005835238996	1.8575900771035645	1.067471361012312	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
162000	0.979325901945688	0.3316028683744086	0.0	0.25	0.25	0.25	0.09650363527650183	0.9853357494231874	0.002088296311708292	0.04630877891282046	0.8247408286072359	2.9935751116392066	0.8416978972328557	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
163000	3.4047298413863483	2.2022353125847847	0.0	0.25	0.25	0.25	0.1151722268456401	1.0050814386065408	4.4778570665007393E-4	0.02103246791585494	0.48264520702813296	2.0679911749144404	1.0733036730307621	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
164000	1.4583482368308853	1.1228904016556513	0.0	0.25	0.25	0.25	0.10688400318689001	0.9847163734819948	3.9445150079331153E-4	0.019975328073847394	1.217830941854458	4.486534230407036	0.9312001598147224	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
165000	3.1717249882201797	0.4208148256736385	0.0	0.25	0.25	0.25	0.10679793989921443	1.0004749802682071	8.9653230585572E-5	0.009442728878155783	0.8243128648423066	3.266662106529431	1.0327999812046724	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
166000	1.6504039293872457	6.815040860180451	0.0	0.25	0.25	0.25	0.1074914625241656	1.0028117864744652	8.037249299275139E-4	0.02811991084295567	1.1071726037603489	3.8021537432533425	1.0982074292461124	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
167000	1.0250398432905359	0.5814667199947865	0.0	0.25	0.25	0.25	0.09022295297243388	0.997607279316027	8.642463260142293E-4	0.029649688516066898	2.2749528202235707	6.468000503313767	0.8981621096439505	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
168000	1.1774558708673202	0.6622362806037659	0.0	0.25	0.25	0.25	0.10888349293319105	1.0047879832639102	0.001492349499115399	0.038204886722415836	1.7764009307724882	5.140539902108522	1.1338215004750163	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
169000	1.3225513153826987	0.20049886013765422	0.0	0.25	0.25	0.25	0.10633941163878519	1.0094506868021293	2.312135778271472E-4	0.01513925481432782	0.8675974051094347	4.319458728838581	1.052674120153314	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
170000	0.5590484523315412	1.2420295518145077	0.0	0.25	0.25	0.25	0.0867051075575269	0.9936405098785046	2.1722662741299062E-4	0.014801585958403744	1.5229232395802996	6.399467851604349	0.9489439569790619	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
171000	0.2079287497275576	0.6150625693721621	0.0	0.25	0.25	0.25	0.10385786532322736	1.0261042617618674	0.001199514737468887	0.034291168933736106	3.1907391647795897	12.362600200416693	1.1199757344200345	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
172000	4.0819200668387925	0.41440503530755307	0.0	0.25	0.25	0.25	0.10976752307801216	0.9920247598721358	0.0017414098481856983	0.042239034413920476	0.5087861230198915	2.0628448319205956	0.8554423361484131	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
173000	1.304649245320547	1.1715415646039296	0.0	0.25	0.25	0.25	0.10177067541352441	1.0004057086708942	0.0012412259037032115	0.03487633248193891	1.0998497404110257	3.976078717424806	1.1220438890089894	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
174000	2.906215259595743	0.36065912322657273	0.0	0.25	0.25	0.25	0.10415832546892007	0.9929648311600013	4.750005514242064E-5	0.006905767796669699	0.30509639291365453	1.0353810887272754	0.9761253133694063	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
175000	0.40219349337382393	0.29828601832678736	0.0	0.25	0.25	0.25	0.09523009023538863	1.0018060368777364	5.154343651300696E-5	0.007164527239829893	2.6799609460769416	11.598381590550522	1.0248700872164953	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
176000	0.43159176830392654	0.5963748385721732	0.0	0.25	0.25	0.25	0.09487439330417985	1.0012495820432454	2.9683383405533894E-4	0.017143601821847987	2.5992152699710047	9.908583449446175	1.059682543584067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
177000	1.7837410029174943	3.339053593307972	0.0	0.25	0.25	0.25	0.11404867375249965	0.9764649243696185	0.0034638445048981686	0.05987164282917779	0.815508409333433	4.241682021052801	0.7961222570784687	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
178000	0.4151831634129701	16.97121282963397	0.0	0.25	0.25	0.25	0.11525642669222255	0.9994201859662826	9.170746042592207E-4	0.030550311036929227	9.340945826409738	40.23173245786889	0.8950957805848084	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
179000	3.7041559332977645	0.0594352146545624	0.0	0.25	0.25	0.25	0.10186550435307158	0.9986940121513285	2.9719427780611327E-5	0.005460145568704383	0.44308256521756134	1.8536597746359516	0.981115267188352	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
180000	1.7589655382086626	0.13491778247027825	0.0	0.25	0.25	0.25	0.09963088253827941	0.9873901982656126	4.6171954876183635E-4	0.021621779269685556	1.1398007980504639	4.62500469125919	0.9255645609595669	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
181000	2.7568984347599867	0.14342229361357947	0.0	0.25	0.25	0.25	0.10753032161101944	0.995076241934094	3.2650898513164004E-4	0.018164308886897164	0.5304126671974239	1.9996936447989442	0.9374052093095625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
182000	0.689715797244827	0.18279038541252712	0.0	0.25	0.25	0.25	0.08908272132226064	1.0095074986283707	1.2793398404898403E-4	0.011273979435990032	1.4836167652305776	6.114191630697373	1.039181727993898	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
183000	1.2013371296117965	0.6619304084281127	0.0	0.25	0.25	0.25	0.10887342761614567	0.9904223058726027	5.562375741310631E-4	0.02374636207559099	1.1518720166153416	5.016554309431129	0.9183002393542505	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
184000	3.628415718981592	0.18612526172067362	0.0	0.25	0.25	0.25	0.10363099694756953	1.0067670665486774	1.9150092952558342E-4	0.013783324491530306	0.7332263659209093	2.1757556812344285	1.0479375755989704	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
185000	0.45343168613687745	0.1616637299562046	0.0	0.25	0.25	0.25	0.10035540986394384	0.9999325038362776	5.081340272023544E-6	0.0022556506508155977	4.993798725588062	21.780100666548414	0.9921912815863112	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
